device_id,device_type,operating_system,browser,mac_address,device_fingerprint
D0499,Desktop,macOS Sonoma,Brave,78:56:76:7c:2d:30,macOS Sonoma_Brave_24c967a2
D0500,Laptop,Ubuntu 22.04,Edge,b2:a4:d6:e1:10:d0,Ubuntu 22.04_Edge_f68e1aab
D0501,Desktop,Windows 11,Edge,98:e8:89:4f:80:91,Windows 11_Edge_81104afe
D0502,Workstation,Ubuntu 22.04,Edge,02:70:85:32:fc:ec,Ubuntu 22.04_Edge_7d9e9600
D0503,Laptop,Windows 10,Edge,3f:b6:43:e0:ab:62,Windows 10_Edge_9675ac2a
D0504,Desktop,macOS Sonoma,Edge,8f:a2:25:be:2e:19,macOS Sonoma_Edge_7f01f232
D0505,Laptop,Windows 10,Edge,e6:ec:c1:49:86:f8,Windows 10_Edge_b1aff8bc
D0506,Workstation,Windows 10,Brave,43:16:67:f3:7b:45,Windows 10_Brave_9da17590
D0507,Desktop,Windows 10,Edge,e8:b5:3a:c7:4e:5d,Windows 10_Edge_f67ebd43
D0508,Desktop,Windows 10,Brave,25:70:46:42:f4:9b,Windows 10_Brave_b9c932f6
D0509,Laptop,Ubuntu 22.04,Chrome,49:a7:54:4a:aa:a9,Ubuntu 22.04_Chrome_44795247
D0510,Laptop,Windows 11,Brave,5b:62:dd:f3:c1:5f,Windows 11_Brave_eff95381
D0511,Desktop,Ubuntu 22.04,Chrome,60:e2:5a:a3:99:36,Ubuntu 22.04_Chrome_c72863a4
D0512,Desktop,Windows 11,Edge,88:aa:5d:6b:08:00,Windows 11_Edge_2a686687
D0513,Desktop,Windows 10,Firefox,ee:c5:a2:39:bb:a2,Windows 10_Firefox_73e3ed4c
D0514,Workstation,Windows 11,Brave,77:bb:b1:e6:b4:39,Windows 11_Brave_c77a2a4f
D0515,Workstation,Windows 10,Firefox,1e:48:e4:01:da:4f,Windows 10_Firefox_99cb59ef
D0516,Desktop,macOS Sonoma,Brave,d7:c3:6e:21:f1:ed,macOS Sonoma_Brave_0e83687a
D0517,Laptop,macOS Sonoma,Chrome,de:d1:ed:6f:45:4b,macOS Sonoma_Chrome_9b4ebe4c
D0518,Desktop,Windows 10,Brave,5b:91:e6:8d:84:17,Windows 10_Brave_4c6e88d4
D0519,Laptop,Windows 11,Firefox,b8:1b:37:26:51:b8,Windows 11_Firefox_ebf22750
D0520,Desktop,Windows 11,Brave,1f:7b:a7:28:11:90,Windows 11_Brave_a5edcac5
D0521,Laptop,Windows 11,Chrome,6c:7d:ec:24:a8:b2,Windows 11_Chrome_95d61c65
D0522,Laptop,Windows 10,Brave,eb:4a:54:74:69:b9,Windows 10_Brave_20c0c9a2
D0523,Workstation,Windows 10,Edge,51:0b:e4:30:d0:30,Windows 10_Edge_1bc0670a
D0524,Workstation,Ubuntu 22.04,Brave,e9:ee:db:10:30:0f,Ubuntu 22.04_Brave_3b513586
D0525,Desktop,Windows 10,Edge,80:bc:cd:b3:48:76,Windows 10_Edge_0ea932e0
D0526,Desktop,Ubuntu 22.04,Chrome,cf:c9:b6:d1:65:50,Ubuntu 22.04_Chrome_db1460a7
D0527,Workstation,Windows 11,Firefox,0b:85:03:f0:90:8c,Windows 11_Firefox_b820b0ba
D0528,Workstation,Windows 10,Edge,93:ed:a8:d7:02:72,Windows 10_Edge_bdd98db3
D0529,Workstation,Windows 10,Firefox,57:9f:6d:e5:1f:58,Windows 10_Firefox_ce97c1bb
D0530,Workstation,Windows 10,Firefox,25:a8:2d:73:25:b1,Windows 10_Firefox_80ed7d68
D0531,Laptop,Windows 11,Brave,dd:8c:e3:e4:d6:eb,Windows 11_Brave_33f34c66
D0532,Workstation,Ubuntu 22.04,Edge,cc:c1:bb:17:80:e3,Ubuntu 22.04_Edge_4f5de6e9
D0533,Workstation,Ubuntu 22.04,Chrome,db:a8:5c:9d:89:b8,Ubuntu 22.04_Chrome_ea06f0b7
D0534,Workstation,Ubuntu 22.04,Edge,b8:db:b4:dc:9b:c0,Ubuntu 22.04_Edge_26376c36
D0535,Desktop,Windows 11,Firefox,a9:cc:08:27:ee:22,Windows 11_Firefox_9c7661cd
D0536,Laptop,Windows 11,Firefox,71:5a:6e:30:9b:08,Windows 11_Firefox_f5d3aa99
D0537,Laptop,macOS Sonoma,Chrome,f5:ae:97:2a:88:fd,macOS Sonoma_Chrome_596c0f29
D0538,Desktop,Ubuntu 22.04,Brave,ed:a7:f3:e5:0b:62,Ubuntu 22.04_Brave_0e157995
D0539,Laptop,macOS Sonoma,Edge,a6:a6:0c:50:ea:69,macOS Sonoma_Edge_ba968f35
D0540,Desktop,Ubuntu 22.04,Chrome,ae:e7:38:68:cb:a2,Ubuntu 22.04_Chrome_42e3b41f
D0541,Laptop,Windows 11,Brave,6d:5d:24:d4:28:88,Windows 11_Brave_94cfff65
D0542,Laptop,macOS Sonoma,Chrome,55:41:07:08:08:80,macOS Sonoma_Chrome_886c5333
D0543,Workstation,Windows 10,Chrome,6a:48:c1:55:2c:21,Windows 10_Chrome_20ae8b9e
D0544,Workstation,Windows 11,Brave,d7:8b:92:5a:79:fe,Windows 11_Brave_a3a25485
D0545,Desktop,macOS Sonoma,Brave,22:34:1b:0c:3a:8a,macOS Sonoma_Brave_556a5a7c
D0546,Laptop,Windows 11,Firefox,2c:b6:e6:72:3d:eb,Windows 11_Firefox_362d8e0e
D0547,Desktop,Windows 11,Chrome,0a:1e:ae:32:3b:4a,Windows 11_Chrome_456be10e
D0548,Desktop,Windows 11,Chrome,62:76:e5:91:6c:e6,Windows 11_Chrome_41971fe0
D0549,Workstation,Ubuntu 22.04,Brave,e3:1b:f0:8a:40:9c,Ubuntu 22.04_Brave_cf637f05
D0550,Laptop,Ubuntu 22.04,Chrome,71:63:9f:27:da:5e,Ubuntu 22.04_Chrome_1213e4f8
D0551,Laptop,macOS Sonoma,Firefox,44:09:5d:12:00:4a,macOS Sonoma_Firefox_d76bc2c2
D0552,Desktop,macOS Sonoma,Brave,0d:0a:3b:30:a7:03,macOS Sonoma_Brave_d704b931
D0553,Desktop,Windows 10,Firefox,37:06:bc:66:5e:34,Windows 10_Firefox_c94dd321
D0554,Laptop,Windows 11,Edge,61:75:92:df:46:c5,Windows 11_Edge_95567f2c
D0555,Desktop,Ubuntu 22.04,Firefox,ea:30:b6:ce:2c:dc,Ubuntu 22.04_Firefox_4fe68dba
D0556,Laptop,Windows 11,Firefox,11:3f:41:f9:96:58,Windows 11_Firefox_f9a909a3
D0557,Workstation,macOS Sonoma,Edge,bc:5c:dc:10:42:a3,macOS Sonoma_Edge_b0b150fb
D0558,Laptop,Windows 11,Edge,a9:de:f7:47:8e:ca,Windows 11_Edge_4b5c3101
D0559,Laptop,Windows 11,Edge,8f:60:7b:5d:55:22,Windows 11_Edge_5bf0bf7d
D0560,Desktop,Windows 10,Brave,25:c6:db:41:a5:e5,Windows 10_Brave_4a01f9f8
D0561,Workstation,macOS Sonoma,Chrome,b1:78:a1:f9:a1:bd,macOS Sonoma_Chrome_fa1535b7
D0562,Laptop,Windows 11,Brave,b4:ce:cd:8e:23:e8,Windows 11_Brave_1abfa7d3
D0563,Laptop,Windows 10,Chrome,a6:67:4d:4b:2e:cc,Windows 10_Chrome_3391d01a
D0564,Workstation,macOS Sonoma,Edge,78:58:d6:80:08:81,macOS Sonoma_Edge_5ef77a97
D0565,Laptop,macOS Sonoma,Edge,62:93:40:71:38:3d,macOS Sonoma_Edge_df510d44
D0566,Workstation,macOS Sonoma,Chrome,ba:75:3a:3e:15:0a,macOS Sonoma_Chrome_94d89bbb
D0567,Laptop,Windows 11,Edge,a2:84:c1:67:c3:60,Windows 11_Edge_6c747403
D0568,Workstation,macOS Sonoma,Brave,19:f6:8b:4c:17:38,macOS Sonoma_Brave_4c51e1c5
D0569,Laptop,Windows 11,Brave,8a:87:da:85:53:7c,Windows 11_Brave_9c4fc1e5
D0570,Desktop,Windows 11,Edge,c0:06:53:ca:34:e6,Windows 11_Edge_d91ef6f5
D0571,Desktop,macOS Sonoma,Edge,67:c8:19:fb:e7:81,macOS Sonoma_Edge_d117ffda
D0572,Laptop,Ubuntu 22.04,Chrome,64:11:5d:d8:ff:1e,Ubuntu 22.04_Chrome_3af9b005
D0573,Workstation,Windows 11,Chrome,8c:18:94:9b:17:2d,Windows 11_Chrome_c04dad89
D0574,Laptop,Windows 10,Edge,c7:51:7f:d2:0b:56,Windows 10_Edge_bed7d707
D0575,Desktop,macOS Sonoma,Brave,45:6d:2d:ad:8f:95,macOS Sonoma_Brave_05708032
D0576,Workstation,Windows 11,Edge,87:ea:9a:69:45:63,Windows 11_Edge_6efbe367
D0577,Laptop,Windows 11,Edge,4b:bf:ff:ee:86:58,Windows 11_Edge_0b780986
D0578,Desktop,Ubuntu 22.04,Brave,ce:f1:8c:c6:9a:31,Ubuntu 22.04_Brave_431c2bb0
D0579,Laptop,macOS Sonoma,Brave,34:4d:9d:34:d3:d7,macOS Sonoma_Brave_2d6ae228
D0580,Workstation,Ubuntu 22.04,Edge,66:5e:d4:f9:d8:51,Ubuntu 22.04_Edge_3a1f364f
D0581,Desktop,Windows 11,Brave,22:86:2c:02:f2:62,Windows 11_Brave_f60b3938
D0582,Workstation,Ubuntu 22.04,Firefox,e2:9f:84:c7:b2:fd,Ubuntu 22.04_Firefox_7593d349
D0583,Laptop,Windows 10,Chrome,0a:d9:82:f4:20:bb,Windows 10_Chrome_4dea6eb6
D0584,Desktop,Ubuntu 22.04,Chrome,7a:e1:36:d2:1a:5d,Ubuntu 22.04_Chrome_8e471c42
D0585,Desktop,macOS Sonoma,Edge,4e:d2:62:97:04:ec,macOS Sonoma_Edge_1704ef8b
D0586,Desktop,Windows 10,Brave,1a:f2:20:72:fd:be,Windows 10_Brave_ffa81066
D0587,Workstation,Ubuntu 22.04,Firefox,25:89:2f:47:a4:b5,Ubuntu 22.04_Firefox_8b40aa3e
D0588,Workstation,Windows 10,Chrome,32:be:0f:55:b2:de,Windows 10_Chrome_312f37a6
D0589,Laptop,Ubuntu 22.04,Chrome,2d:e5:03:5c:7b:32,Ubuntu 22.04_Chrome_dbc92b2d
D0590,Desktop,Windows 10,Brave,65:3c:57:75:9e:9e,Windows 10_Brave_6f1d8a0b
D0591,Workstation,Windows 11,Edge,59:a0:d7:72:0c:e9,Windows 11_Edge_74a78970
D0592,Workstation,Ubuntu 22.04,Firefox,1b:19:7b:f7:61:37,Ubuntu 22.04_Firefox_d9758dfc
D0593,Workstation,macOS Sonoma,Firefox,b6:32:82:7f:22:e2,macOS Sonoma_Firefox_12fd0365
D0594,Laptop,Ubuntu 22.04,Firefox,a4:a0:ab:84:19:3a,Ubuntu 22.04_Firefox_c5fef513
D0595,Desktop,Windows 11,Brave,0c:31:27:c7:27:ae,Windows 11_Brave_3a85b3d4
D0596,Workstation,Windows 10,Brave,b2:50:05:10:15:82,Windows 10_Brave_55deacb5
D0597,Desktop,Ubuntu 22.04,Brave,c9:69:4f:1a:35:3a,Ubuntu 22.04_Brave_0d4a98aa
D0598,Laptop,macOS Sonoma,Chrome,fe:45:d1:27:4f:dc,macOS Sonoma_Chrome_d9ee3e65
D0599,Desktop,Ubuntu 22.04,Edge,57:b9:45:04:b8:67,Ubuntu 22.04_Edge_3f23d6a0
D0600,Laptop,macOS Sonoma,Firefox,8d:05:8e:bc:3f:81,macOS Sonoma_Firefox_c77d85e5
D0601,Workstation,macOS Sonoma,Brave,c2:c6:ae:fb:8c:c7,macOS Sonoma_Brave_ddc3f5fd
D0602,Laptop,Windows 10,Chrome,d7:9c:61:35:0c:bd,Windows 10_Chrome_cb5bcf90
D0603,Laptop,Windows 11,Edge,33:5d:99:84:4b:1e,Windows 11_Edge_1aaac987
D0604,Workstation,macOS Sonoma,Chrome,3d:d5:f6:3b:41:f2,macOS Sonoma_Chrome_7935a388
D0605,Desktop,Ubuntu 22.04,Brave,fb:8a:1d:19:43:6c,Ubuntu 22.04_Brave_74bde614
D0606,Desktop,Windows 10,Edge,60:43:24:80:49:f4,Windows 10_Edge_705c462b
D0607,Desktop,macOS Sonoma,Chrome,58:7a:16:7b:3e:a8,macOS Sonoma_Chrome_276d5f3e
D0608,Workstation,Windows 10,Chrome,86:9a:b7:ca:dc:61,Windows 10_Chrome_fd6edf4d
D0609,Laptop,Windows 10,Brave,a2:b3:5d:70:76:1d,Windows 10_Brave_2ebc0419
D0610,Desktop,Windows 11,Chrome,72:ba:71:5a:3c:98,Windows 11_Chrome_499dcb87
D0611,Laptop,Ubuntu 22.04,Brave,a7:24:d3:64:fa:39,Ubuntu 22.04_Brave_c7556352
D0612,Desktop,Ubuntu 22.04,Chrome,18:78:88:97:aa:51,Ubuntu 22.04_Chrome_a70ca3a3
D0613,Workstation,Windows 10,Chrome,ad:4a:51:98:08:8d,Windows 10_Chrome_57919565
D0614,Laptop,Windows 11,Firefox,9f:6a:d4:d3:03:e0,Windows 11_Firefox_fc10ac41
D0615,Desktop,Windows 10,Chrome,fc:74:e9:57:25:70,Windows 10_Chrome_edaba60d
D0616,Workstation,Windows 10,Edge,ed:e4:a7:12:4d:78,Windows 10_Edge_3b575267
D0617,Laptop,Windows 10,Edge,e2:08:0e:e0:0e:77,Windows 10_Edge_dbfe2ba6
D0618,Workstation,Windows 11,Edge,0f:1a:8c:0f:e1:b4,Windows 11_Edge_5a7d9d80
D0619,Desktop,macOS Sonoma,Chrome,85:16:58:e8:45:4b,macOS Sonoma_Chrome_00ea175e
D0620,Workstation,Ubuntu 22.04,Edge,80:ef:97:50:ab:47,Ubuntu 22.04_Edge_e7742d68
D0621,Laptop,Windows 11,Firefox,3f:90:f6:23:9a:fe,Windows 11_Firefox_f7dd8651
D0622,Desktop,Windows 10,Edge,6b:55:02:cb:83:37,Windows 10_Edge_593ed261
D0623,Laptop,Windows 11,Chrome,ab:8d:44:5e:1f:12,Windows 11_Chrome_311c5bac
D0624,Workstation,Ubuntu 22.04,Chrome,f6:d6:bd:29:27:e9,Ubuntu 22.04_Chrome_6b31cd9f
D0625,Laptop,Windows 11,Edge,8f:9d:05:00:d9:c3,Windows 11_Edge_9a8857cb
D0626,Laptop,macOS Sonoma,Edge,c2:da:9c:59:b7:54,macOS Sonoma_Edge_f682110e
D0627,Workstation,Windows 11,Chrome,a5:de:c1:9d:e1:7c,Windows 11_Chrome_270c4ce2
D0628,Workstation,Windows 10,Edge,b5:53:92:61:74:c6,Windows 10_Edge_193613d7
D0629,Workstation,Windows 10,Chrome,c9:41:1d:3e:56:58,Windows 10_Chrome_35d44e08
D0630,Workstation,Ubuntu 22.04,Brave,45:2e:99:c1:59:30,Ubuntu 22.04_Brave_cceda745
D0631,Workstation,Windows 11,Edge,38:bd:50:86:14:d1,Windows 11_Edge_6aa01c15
D0632,Laptop,Windows 10,Firefox,95:bb:2c:cb:dd:22,Windows 10_Firefox_32f5fc8c
D0633,Workstation,macOS Sonoma,Chrome,16:bf:12:bc:cf:82,macOS Sonoma_Chrome_ecb1b4f0
D0634,Desktop,macOS Sonoma,Brave,a1:d4:25:3a:cc:66,macOS Sonoma_Brave_86e8b2ea
D0635,Laptop,Windows 10,Firefox,86:ce:6b:3c:41:7d,Windows 10_Firefox_3f4ad3d2
D0636,Desktop,Windows 11,Edge,e3:7a:0f:b2:23:8a,Windows 11_Edge_73234fa6
D0637,Laptop,Windows 10,Brave,e5:54:8f:0a:7f:13,Windows 10_Brave_6fa19a1a
D0638,Laptop,Ubuntu 22.04,Brave,38:25:49:63:d8:d2,Ubuntu 22.04_Brave_ffde6913
D0639,Laptop,Windows 10,Brave,e9:f7:46:67:f7:91,Windows 10_Brave_bdb635bd
D0640,Laptop,Ubuntu 22.04,Chrome,03:5a:b5:47:8c:49,Ubuntu 22.04_Chrome_51918fac
D0641,Desktop,macOS Sonoma,Brave,b5:07:51:d0:0d:f2,macOS Sonoma_Brave_db4d4d7d
D0642,Desktop,macOS Sonoma,Edge,81:53:a5:a3:b8:21,macOS Sonoma_Edge_48e2dc07
D0643,Workstation,Windows 10,Chrome,67:37:23:fd:86:64,Windows 10_Chrome_a19caa6b
D0644,Laptop,macOS Sonoma,Firefox,d0:60:1d:cc:38:39,macOS Sonoma_Firefox_5047547b
D0645,Laptop,Windows 10,Brave,db:fe:fe:86:be:1b,Windows 10_Brave_29bf417d
D0646,Workstation,Windows 10,Chrome,6a:c2:e4:8e:dd:98,Windows 10_Chrome_7f65f8e2
D0647,Laptop,Windows 10,Chrome,ab:37:e3:48:7c:c7,Windows 10_Chrome_4e786e0e
D0648,Workstation,Ubuntu 22.04,Firefox,50:e8:1a:ca:62:85,Ubuntu 22.04_Firefox_e955b747
D0649,Desktop,Windows 10,Chrome,64:cb:c8:97:70:11,Windows 10_Chrome_b145f964
D0650,Workstation,Ubuntu 22.04,Chrome,a8:d5:73:4e:92:37,Ubuntu 22.04_Chrome_816ee6aa
D0651,Workstation,macOS Sonoma,Firefox,6a:57:56:00:d4:26,macOS Sonoma_Firefox_38fe8a85
D0652,Laptop,Windows 11,Chrome,a3:b5:c4:99:aa:5b,Windows 11_Chrome_5979aac2
D0653,Workstation,Windows 11,Firefox,1b:42:3d:d6:da:7b,Windows 11_Firefox_a301278e
D0654,Laptop,Windows 11,Chrome,50:1a:be:51:fd:e9,Windows 11_Chrome_6fbc5c33
D0655,Workstation,macOS Sonoma,Chrome,c8:16:99:94:81:5c,macOS Sonoma_Chrome_7a580123
D0656,Desktop,Ubuntu 22.04,Edge,dd:13:ec:d2:7a:c5,Ubuntu 22.04_Edge_b5ce7d7e
D0657,Workstation,Ubuntu 22.04,Brave,78:db:24:b3:e8:89,Ubuntu 22.04_Brave_f20f45f8
D0658,Desktop,Windows 11,Chrome,1a:1b:ee:08:c5:c6,Windows 11_Chrome_373ce25b
D0659,Workstation,Windows 11,Brave,64:82:c3:c3:45:3e,Windows 11_Brave_2800dcfd
D0660,Desktop,Windows 11,Brave,36:6b:86:7d:7c:c5,Windows 11_Brave_5443efdf
D0661,Workstation,Ubuntu 22.04,Chrome,7d:01:df:ca:ef:b0,Ubuntu 22.04_Chrome_80c33da2
D0662,Workstation,macOS Sonoma,Edge,66:f8:86:62:b8:ac,macOS Sonoma_Edge_5ee1380b
D0663,Desktop,Windows 10,Firefox,8c:f9:29:10:19:8c,Windows 10_Firefox_daf0a736
D0664,Laptop,Ubuntu 22.04,Chrome,a8:17:ac:fa:da:c5,Ubuntu 22.04_Chrome_8d9c0834
D0665,Desktop,Windows 11,Chrome,ee:34:4e:ed:53:a2,Windows 11_Chrome_40def6ac
D0666,Workstation,Ubuntu 22.04,Edge,49:1a:0e:ee:d9:23,Ubuntu 22.04_Edge_9f63ae32
D0667,Desktop,Windows 10,Firefox,cb:14:26:72:9d:ad,Windows 10_Firefox_37cb6d15
D0668,Laptop,Windows 10,Edge,b5:19:70:6b:59:91,Windows 10_Edge_07a71a2f
D0669,Desktop,macOS Sonoma,Chrome,2e:d7:71:f8:9a:74,macOS Sonoma_Chrome_8c374411
D0670,Workstation,macOS Sonoma,Brave,f6:a0:d4:14:9d:cc,macOS Sonoma_Brave_9f584978
D0671,Workstation,macOS Sonoma,Firefox,21:02:87:a6:60:c5,macOS Sonoma_Firefox_cd4e0d5c
D0672,Workstation,Windows 10,Firefox,cf:89:e5:58:cd:c7,Windows 10_Firefox_377495cc
D0673,Desktop,Windows 10,Firefox,08:81:4c:3f:c6:e2,Windows 10_Firefox_cdf87578
D0674,Workstation,macOS Sonoma,Firefox,c0:6b:24:8d:a9:94,macOS Sonoma_Firefox_a2ddcb0b
D0675,Workstation,Windows 11,Brave,43:b1:62:8d:35:71,Windows 11_Brave_4825de7e
D0676,Workstation,macOS Sonoma,Brave,09:70:f3:ff:5f:9b,macOS Sonoma_Brave_50da8403
D0677,Laptop,Windows 10,Chrome,f1:3c:7b:f3:f8:e4,Windows 10_Chrome_1f4fc57a
D0678,Workstation,Windows 10,Chrome,3d:3b:1a:10:90:6d,Windows 10_Chrome_8afe545c
D0679,Desktop,Windows 11,Brave,60:b9:a8:a4:1a:e0,Windows 11_Brave_0957992e
D0680,Desktop,Windows 11,Chrome,91:d4:65:ae:6c:a3,Windows 11_Chrome_f1e5d129
D0681,Workstation,Ubuntu 22.04,Firefox,ff:0d:8d:1e:a2:9a,Ubuntu 22.04_Firefox_bf0c75e3
D0682,Laptop,Windows 10,Edge,a2:15:a4:9a:9c:7c,Windows 10_Edge_ddd49b69
D0683,Desktop,Windows 10,Brave,03:fb:d7:d5:f7:ec,Windows 10_Brave_57b15049
D0684,Laptop,macOS Sonoma,Chrome,39:53:d8:99:7c:4f,macOS Sonoma_Chrome_cd289c5c
D0685,Workstation,macOS Sonoma,Edge,82:fc:33:98:23:98,macOS Sonoma_Edge_34e80465
D0686,Workstation,Ubuntu 22.04,Firefox,2e:d0:69:85:d8:c0,Ubuntu 22.04_Firefox_af7199b9
D0687,Desktop,macOS Sonoma,Brave,a8:91:9d:72:09:0a,macOS Sonoma_Brave_32f83fb9
D0688,Desktop,Windows 10,Firefox,fa:d3:5c:25:39:70,Windows 10_Firefox_6a506260
D0689,Laptop,Windows 10,Edge,96:a8:69:0b:94:0e,Windows 10_Edge_c90d0f00
D0690,Workstation,Windows 11,Brave,3c:26:09:02:f3:de,Windows 11_Brave_db152b6f
D0691,Laptop,macOS Sonoma,Brave,b9:5f:64:1f:83:88,macOS Sonoma_Brave_f1ce225b
D0692,Desktop,Windows 10,Firefox,c7:a9:b9:c9:71:59,Windows 10_Firefox_7d634d54
D0693,Desktop,Windows 11,Chrome,84:14:95:a9:6b:0d,Windows 11_Chrome_86cdff38
D0694,Workstation,Windows 10,Chrome,3b:8f:01:cd:da:16,Windows 10_Chrome_0531924a
D0695,Workstation,macOS Sonoma,Edge,56:4e:d4:98:5d:68,macOS Sonoma_Edge_c95b7932
D0696,Workstation,Windows 10,Chrome,75:ff:54:9a:1f:dc,Windows 10_Chrome_2d5abb59
D0697,Workstation,Ubuntu 22.04,Firefox,de:1d:49:f9:33:09,Ubuntu 22.04_Firefox_75895ddf
D0698,Workstation,Windows 11,Firefox,84:71:7f:61:0a:aa,Windows 11_Firefox_9d7257ab
D0699,Laptop,macOS Sonoma,Edge,ad:ba:71:9e:46:cc,macOS Sonoma_Edge_f28c23ca
D0700,Laptop,Windows 11,Chrome,b0:06:6e:c5:31:9d,Windows 11_Chrome_136a080f
