entity_id,entity_type,department,geo_location,device_id,device_fingerprint,auth_method,normal_login_start,normal_login_end,normal_session_duration,normal_failed_login_attempts,normal_resources
U0416,user,Engineering,Pune,D0653,macOS Sonoma_Edge_3ae4e6b9,Password,8,10,151,0,"Confluence,Jira"
U0417,user,Marketing,Mumbai,D0068,Ubuntu 22.04_Firefox_a2a02049,Biometric,8,10,170,0,"Database,Email,HR Portal"
U0418,user,IT,Hyderabad,D0536,Windows 11_Edge_8778548d,Biometric,9,11,131,0,"Confluence,GitHub,HR Portal"
U0419,user,Engineering,Bangalore,D0169,Windows 10_Chrome_b4fcf32a,Biometric,8,10,104,1,"HR Portal,Confluence"
U0420,user,Sales,Chennai,D0448,Windows 10_Edge_d07cc5a3,Password,9,11,147,0,"Email,Jira,Internal Server,CRM"
U0421,user,Support,Hyderabad,D0163,Ubuntu 22.04_Firefox_57a8d4db,MFA,8,10,125,0,"Jira,Internal Server,CRM"
U0422,user,Sales,Hyderabad,D0310,Ubuntu 22.04_Edge_04dcc311,MFA,8,10,160,0,"CRM,GitHub,Confluence,VPN"
U0423,user,HR,Chennai,D0194,Windows 10_Firefox_4210e55d,Password,9,11,155,0,"Finance DB,VPN,Database"
U0424,user,IT,Chennai,D0480,Ubuntu 22.04_Brave_b2fbc6da,Password,9,11,83,0,"Jira,GitHub,Database,VPN"
U0425,user,Finance,Bangalore,D0366,Windows 11_Brave_2e2ab2bf,Biometric,8,10,127,0,"Jira,Internal Server"
U0426,user,Engineering,Bangalore,D0384,Windows 10_Chrome_fb931792,Password,9,11,140,1,"Email,GitHub,Finance DB"
U0427,user,Sales,Hyderabad,D0631,macOS Sonoma_Firefox_65ca279f,Biometric,8,10,112,0,"HR Portal,CRM,Database,Confluence"
U0428,user,Sales,Hyderabad,D0498,Windows 10_Brave_7c375e22,MFA,8,10,168,0,"GitHub,Email,VPN"
U0429,user,Finance,Pune,D0153,macOS Sonoma_Brave_a01489f9,MFA,9,11,165,0,"Finance DB,Database"
U0430,user,Engineering,Hyderabad,D0599,Windows 11_Edge_c041ae4c,MFA,9,11,66,0,"CRM,GitHub"
U0431,user,Sales,Hyderabad,D0605,Windows 11_Edge_f7b0fff5,MFA,10,12,99,0,"GitHub,Internal Server,VPN"
U0432,user,Support,Pune,D0227,Ubuntu 22.04_Chrome_4adaf72c,MFA,9,11,142,0,"Jira,GitHub,CRM"
U0433,user,HR,Chennai,D0458,Windows 10_Firefox_a0f895a5,Password,8,10,64,1,"Confluence,Jira,VPN"
U0434,user,Marketing,Bangalore,D0559,macOS Sonoma_Edge_0f7d2ec2,MFA,9,11,135,0,"Database,Jira,Confluence"
U0435,edge_device,Support,Mumbai,D0104,Windows 10_Firefox_74a71d00,Password,8,10,97,0,"VPN,GitHub,Jira,Confluence"
U0436,user,Finance,Mumbai,D0422,Windows 11_Firefox_051497a6,Biometric,10,12,146,0,"Internal Server,Email,Finance DB"
U0437,user,Sales,Chennai,D0616,Windows 10_Brave_d544e49a,MFA,9,11,139,0,"Confluence,Internal Server"
U0438,user,IT,Hyderabad,D0529,Windows 11_Chrome_9de73d67,Biometric,9,11,174,0,"Database,CRM"
U0439,edge_device,Sales,Pune,D0075,macOS Sonoma_Chrome_d6436cae,Password,8,10,83,0,"Internal Server,GitHub,Finance DB,Jira"
U0440,user,Marketing,Bangalore,D0116,macOS Sonoma_Brave_845c3235,Biometric,10,12,82,0,"Jira,Database,VPN,GitHub"
U0441,user,Support,Hyderabad,D0408,Windows 11_Firefox_06b7e53b,Password,8,10,69,0,"Finance DB,CRM,HR Portal,Database"
U0442,user,Marketing,Bangalore,D0675,Windows 10_Brave_1103a455,Password,9,11,123,1,"Database,Confluence,Jira"
U0443,user,HR,Pune,D0120,Windows 11_Firefox_02a82a95,Password,10,12,122,0,"Confluence,Finance DB"
U0444,user,Support,Mumbai,D0054,Windows 10_Edge_f8a48ac4,Password,9,11,86,1,"HR Portal,Finance DB,Email,Internal Server"
U0445,user,Sales,Chennai,D0152,macOS Sonoma_Firefox_ce0c2853,Password,10,12,122,0,"Finance DB,Jira"
U0446,edge_device,Engineering,Chennai,D0404,macOS Sonoma_Chrome_7d55ca03,MFA,9,11,71,0,"Confluence,GitHub,Internal Server"
U0447,edge_device,Sales,Mumbai,D0660,macOS Sonoma_Edge_ebc6ad7f,Biometric,8,10,76,0,"Internal Server,VPN"
U0448,service_account,HR,Mumbai,D0208,macOS Sonoma_Chrome_4b19e14e,Biometric,8,10,168,0,"VPN,CRM"
U0449,user,Engineering,Bangalore,D0689,macOS Sonoma_Edge_de4d6d53,Biometric,10,12,153,0,"Confluence,CRM"
U0450,user,Engineering,Hyderabad,D0489,Windows 10_Brave_b417cfb7,Password,8,10,145,0,"CRM,Finance DB,Database,Internal Server"
U0451,user,IT,Chennai,D0469,macOS Sonoma_Chrome_a697e6e4,MFA,8,10,67,1,"VPN,Email,CRM,Internal Server"
U0452,service_account,Engineering,Chennai,D0539,Windows 10_Chrome_a37f65ca,Biometric,8,10,106,0,"Internal Server,Database,Jira,VPN"
U0453,user,Engineering,Pune,D0009,macOS Sonoma_Edge_6cde02f7,Password,10,12,87,1,"Finance DB,Internal Server,GitHub,Email"
U0454,user,Engineering,Hyderabad,D0648,Windows 10_Firefox_ef049364,MFA,8,10,143,1,"Jira,GitHub"
U0455,user,HR,Mumbai,D0037,Ubuntu 22.04_Brave_fc6f4ff0,MFA,10,12,103,0,"Confluence,Finance DB"
U0456,user,Engineering,Mumbai,D0453,Windows 10_Firefox_c9c4a83f,MFA,10,12,73,1,"GitHub,Confluence"
U0457,user,Finance,Chennai,D0140,Windows 10_Firefox_74b5e4ff,MFA,9,11,70,0,"GitHub,Confluence,CRM,Database"
U0458,user,Support,Mumbai,D0254,Ubuntu 22.04_Brave_f78c643c,MFA,10,12,77,1,"Email,GitHub,CRM"
U0459,user,Marketing,Pune,D0304,Windows 10_Firefox_243cbb9b,Biometric,9,11,89,0,"CRM,HR Portal"
U0460,user,Finance,Bangalore,D0634,Windows 10_Edge_075fde58,MFA,10,12,118,0,"Internal Server,Email,GitHub,Finance DB"
U0461,user,Marketing,Pune,D0528,Ubuntu 22.04_Firefox_5647b6c5,MFA,9,11,170,1,"Internal Server,Confluence,VPN"
U0462,user,Marketing,Chennai,D0369,Windows 10_Edge_5305163e,Password,8,10,66,0,"HR Portal,Confluence,CRM"
U0463,user,HR,Chennai,D0060,Windows 11_Brave_c4f4e87f,Password,9,11,119,0,"HR Portal,GitHub,Email"
U0464,user,Support,Mumbai,D0112,Windows 10_Firefox_839e4b1c,Password,8,10,66,1,"Finance DB,Jira,Database,Email"
U0465,user,IT,Hyderabad,D0491,Windows 10_Chrome_cc12801e,MFA,10,12,61,0,"Internal Server,GitHub,Email"
U0466,user,IT,Bangalore,D0661,Windows 11_Chrome_295501c1,Biometric,10,12,172,0,"Email,CRM,Finance DB,GitHub"
U0467,user,Support,Bangalore,D0495,Windows 10_Chrome_9207f88c,Biometric,9,11,147,1,"Database,Jira,GitHub"
U0468,service_account,Engineering,Hyderabad,D0263,Ubuntu 22.04_Brave_e5aad28f,Password,10,12,132,0,"Finance DB,CRM,VPN,Email"
U0469,user,IT,Pune,D0588,Ubuntu 22.04_Firefox_123d05b6,Password,9,11,64,0,"Confluence,VPN"
U0470,user,Support,Chennai,D0298,Windows 11_Firefox_99e83cf5,Biometric,8,10,143,1,"Jira,Database,Email,GitHub"
U0471,user,Sales,Hyderabad,D0415,macOS Sonoma_Chrome_09764812,Biometric,10,12,88,0,"Database,Finance DB,VPN"
U0472,user,Support,Mumbai,D0151,Windows 10_Brave_02cc5fd7,Biometric,8,10,170,1,"CRM,Jira"
U0473,user,Finance,Pune,D0434,Windows 11_Chrome_41144c4a,Password,10,12,71,0,"Internal Server,Jira,Email,Database"
U0474,user,IT,Chennai,D0555,macOS Sonoma_Edge_8148abea,MFA,9,11,147,1,"Database,Internal Server,Email"
U0475,user,Sales,Hyderabad,D0441,Ubuntu 22.04_Firefox_2e3c4b5f,MFA,8,10,67,1,"Jira,CRM,Database"
U0476,user,Engineering,Pune,D0666,Windows 10_Brave_73f545e5,Password,8,10,174,0,"Jira,GitHub"
U0477,user,IT,Chennai,D0267,macOS Sonoma_Chrome_9081e99a,MFA,9,11,68,0,"Email,Confluence"
U0478,edge_device,Support,Bangalore,D0609,Ubuntu 22.04_Brave_9b7acd28,Biometric,10,12,65,0,"Internal Server,Jira,GitHub"
U0479,user,Finance,Mumbai,D0360,Windows 10_Firefox_833d26b3,Biometric,9,11,76,0,"Database,Finance DB"
U0480,user,HR,Pune,D0621,Ubuntu 22.04_Edge_c5370b9b,MFA,9,11,116,0,"GitHub,VPN,Finance DB,HR Portal"
U0481,edge_device,Support,Pune,D0039,Ubuntu 22.04_Firefox_f8daad92,Biometric,8,10,167,0,"HR Portal,Email,Jira"
U0482,service_account,Sales,Hyderabad,D0128,macOS Sonoma_Brave_9b7fe773,MFA,8,10,109,1,"GitHub,VPN,CRM,Email"
U0483,edge_device,Sales,Bangalore,D0424,macOS Sonoma_Edge_e43160c8,MFA,8,10,166,0,"Confluence,Finance DB"
U0484,user,Finance,Pune,D0417,Ubuntu 22.04_Firefox_81bf34c2,Biometric,9,11,76,0,"Internal Server,Finance DB,Confluence"
U0485,user,HR,Pune,D0308,Windows 11_Edge_37e97705,MFA,9,11,82,0,"Internal Server,CRM"
U0486,user,Sales,Hyderabad,D0199,Ubuntu 22.04_Brave_14bb2c0a,Biometric,10,12,103,0,"Confluence,Email,Database"
U0487,user,Marketing,Hyderabad,D0352,Windows 10_Firefox_b3601c34,MFA,9,11,86,0,"Database,GitHub,Confluence"
U0488,user,HR,Pune,D0496,Windows 10_Chrome_2bb4bff7,Password,9,11,149,0,"Internal Server,CRM,Database"
U0489,user,Finance,Bangalore,D0147,Ubuntu 22.04_Chrome_fd7ee01b,Password,10,12,113,0,"Email,Finance DB,CRM,Confluence"
U0490,user,Engineering,Mumbai,D0451,macOS Sonoma_Brave_10e0454e,Password,8,10,95,0,"HR Portal,Internal Server,Database"
U0491,user,Finance,Hyderabad,D0649,Windows 10_Chrome_b6b45d6b,Password,8,10,122,0,"Jira,VPN"
U0492,user,Finance,Hyderabad,D0524,Windows 10_Brave_98d0c411,Biometric,9,11,170,0,"CRM,Email,VPN"
U0493,user,Support,Chennai,D0420,Windows 11_Firefox_e54ad327,Biometric,9,11,177,1,"Database,HR Portal"
U0494,user,Engineering,Hyderabad,D0443,Windows 11_Chrome_25d92da1,Password,10,12,143,0,"Database,VPN"
U0495,user,IT,Hyderabad,D0623,macOS Sonoma_Firefox_3f27600f,MFA,8,10,73,0,"Confluence,HR Portal,Jira,GitHub"
U0496,user,Support,Hyderabad,D0148,Windows 10_Chrome_bcdc0474,MFA,9,11,120,0,"HR Portal,Confluence,Email"
U0497,user,HR,Bangalore,D0548,macOS Sonoma_Firefox_0fe87605,Password,8,10,144,0,"Finance DB,Database,Internal Server,VPN"
U0498,edge_device,Finance,Hyderabad,D0349,Ubuntu 22.04_Edge_ddaf9eb3,Password,8,10,167,0,"Jira,Email,Database"
U0499,user,HR,Mumbai,D0464,Windows 10_Brave_79f58128,Biometric,8,10,165,0,"Email,Internal Server,Jira,Finance DB"
U0500,user,Finance,Hyderabad,D0326,Ubuntu 22.04_Chrome_264bbde0,MFA,10,12,161,0,"GitHub,Internal Server,Confluence"
